exp	acc	target	biosample	synonyms	biorep	techrep	read	read_length	run_type	read_count	url	md5sum	controls	qc_flags
ENCSR198ZYJ	ENCFF784VKF	RAD21	neural cell		1	1_2	2	101	paired-ended	25985216	https://encode-public.s3.amazonaws.com/2017/02/28/4fcacc95-a8b2-470c-a073-753c33c50c44/ENCFF784VKF.fastq.gz	0099afab0231f4a189e2a0fe3796a32e	ENCSR634PYN	mild to moderate bottlenecking,moderate library complexity,antibody characterized with exemption
ENCSR198ZYJ	ENCFF617KOF	RAD21	neural cell		1	1_2	1	101	paired-ended	25985216	https://encode-public.s3.amazonaws.com/2017/02/28/142d8156-73db-4606-9d71-99b38d94614e/ENCFF617KOF.fastq.gz	3ff04064fab321c0ddd762659884cf75	ENCSR634PYN	mild to moderate bottlenecking,moderate library complexity,antibody characterized with exemption
ENCSR513XQX	ENCFF002EJK	SIN3A	A549	A-549,A549 cell	2	2_1	1	100	paired-ended	33620433	https://encode-public.s3.amazonaws.com/2014/07/06/95ae12f6-556d-42e0-8236-1de7884bebe8/ENCFF002EJK.fastq.gz	32a1d8197101e22e2069392633145494	ENCSR610YRT,ENCSR871XML	mild to moderate bottlenecking,antibody characterized with exemption
ENCSR513XQX	ENCFF002EJN	SIN3A	A549	A-549,A549 cell	3	3_1	2	100	paired-ended	38415416	https://encode-public.s3.amazonaws.com/2014/07/06/7848f93f-9a4b-4a33-8f08-34abdd802cdf/ENCFF002EJN.fastq.gz	884c8cc9e00910aa2cd1e45097262709	ENCSR610YRT,ENCSR871XML	mild to moderate bottlenecking,antibody characterized with exemption
ENCSR513XQX	ENCFF002EJO	SIN3A	A549	A-549,A549 cell	2	2_1	2	100	paired-ended	33620433	https://encode-public.s3.amazonaws.com/2014/07/06/eb0fac46-ac14-47e7-94f1-d9dde7f6cbfa/ENCFF002EJO.fastq.gz	adf294e4d1d8a8b2584c2e38a95811da	ENCSR610YRT,ENCSR871XML	mild to moderate bottlenecking,antibody characterized with exemption
ENCSR513XQX	ENCFF002EJU	SIN3A	A549	A-549,A549 cell	3	3_1	1	100	paired-ended	38415416	https://encode-public.s3.amazonaws.com/2014/07/06/bac44152-3f51-417c-958a-0e860b1b3e9d/ENCFF002EJU.fastq.gz	914ea76000f0f74eef05935057b8ed0a	ENCSR610YRT,ENCSR871XML	mild to moderate bottlenecking,antibody characterized with exemption
ENCSR000BMQ	ENCFF000NVC	EGR1	GM12878		1	1_1	1	36	single-ended	29227251	https://encode-public.s3.amazonaws.com/2012/01/23/3c6339a7-30d6-4d64-b0d4-be2b048a12a9/ENCFF000NVC.fastq.gz	fce6b097d4dc31a8ee3cfcfb2d6a6cd0	ENCSR000BMS	low read length,borderline replicate concordance,mild to moderate bottlenecking,moderate library complexity,low read depth
ENCSR000BMQ	ENCFF000NVF	EGR1	GM12878		2	2_1	1	36	single-ended	35016666	https://encode-public.s3.amazonaws.com/2012/01/23/d4ca7005-5982-44c7-a8f8-48ab101f8880/ENCFF000NVF.fastq.gz	16caeb6b4178270366514c74dca802b2	ENCSR000BMS	low read length,borderline replicate concordance,mild to moderate bottlenecking,moderate library complexity,low read depth
ENCSR000BGA	ENCFF000QUH	FOXP2	PFSK-1	PFSK-1 cell	1	1_1	1	25	single-ended	10012943	https://encode-public.s3.amazonaws.com/2012/01/23/3b7fae95-28fa-4264-a193-c01c841283ac/ENCFF000QUH.fastq.gz	10034ab185e1471f09bc7b4312deb93f	ENCSR000BJU	extremely low read depth,borderline replicate concordance,inconsistent platforms,extremely low read length,control low read depth
ENCSR000BGA	ENCFF000QUL	FOXP2	PFSK-1	PFSK-1 cell	2	2_1	1	25	single-ended	6477034	https://encode-public.s3.amazonaws.com/2012/01/23/85bd920f-947d-4548-babc-9aa29a4ec5d1/ENCFF000QUL.fastq.gz	2182bae19c948a9875e1c2ba9f0d7bfc	ENCSR000BJU	extremely low read depth,borderline replicate concordance,inconsistent platforms,extremely low read length,control low read depth
ENCSR000EVF	ENCFF000XMD	TCF7L2	HeLa-S3		1	1_1	1	36	single-ended	19726070	https://encode-public.s3.amazonaws.com/2010/12/06/5e9ea3ab-c982-4692-8edf-065f3f771786/ENCFF000XMD.fastq.gz	4290a318afb80d4ea52b981a8edb3e3e	ENCSR000EVH	low read length,inconsistent control read length,mild to moderate bottlenecking,low read depth,missing controlled_by
ENCSR000EVF	ENCFF000XMF	TCF7L2	HeLa-S3		2	2_1	1	36	single-ended	12699914	https://encode-public.s3.amazonaws.com/2010/12/06/55371c06-c2bd-4c03-88cf-b70be3498edc/ENCFF000XMF.fastq.gz	61a8cea2d98336514a7887c887538c50	ENCSR000EVH	low read length,inconsistent control read length,mild to moderate bottlenecking,low read depth,missing controlled_by
ENCSR000DZN	ENCFF000VUU	CTCF	GM12878		2	2_1	1	36	single-ended	16411438	https://encode-public.s3.amazonaws.com/2012/07/01/d79ec1a9-1171-4bba-83a3-f0793ba4fac2/ENCFF000VUU.fastq.gz	d3da121a3f993c6415bd26a997f707fe	ENCSR000EYX	low read length,inconsistent control read length,mild to moderate bottlenecking,moderate library complexity,low read depth
ENCSR000DZN	ENCFF000VUW	CTCF	GM12878		1	1_1	1	36	single-ended	29485157	https://encode-public.s3.amazonaws.com/2012/07/01/466ec267-5809-4690-a12b-ccbd538fb290/ENCFF000VUW.fastq.gz	2480a4d7c374b56e50e7e06a4bf22ec4	ENCSR000EYX	low read length,inconsistent control read length,mild to moderate bottlenecking,moderate library complexity,low read depth
ENCSR322CFO	ENCFF776VEC	ZEB2	K562	 K562 cell,K-562,K-562 cell	2	2_1	1	100	paired-ended	33225375	https://encode-public.s3.amazonaws.com/2015/03/31/308c1cb6-1d40-4259-aa09-8b226ba42a08/ENCFF776VEC.fastq.gz	2609c57a4f5e25beb3051b50f481907c	ENCSR173USI,ENCSR554FDZ	
ENCSR322CFO	ENCFF845FIV	ZEB2	K562	 K562 cell,K-562,K-562 cell	1	1_1	1	100	paired-ended	27827999	https://encode-public.s3.amazonaws.com/2015/03/31/193dd9d4-d89c-4d9b-a50d-c71ebfc12a1e/ENCFF845FIV.fastq.gz	be3c429c83bb3978c697195630e5819c	ENCSR173USI,ENCSR554FDZ	
ENCSR322CFO	ENCFF349FIQ	ZEB2	K562	 K562 cell,K-562,K-562 cell	1	1_1	2	100	paired-ended	27827999	https://encode-public.s3.amazonaws.com/2015/03/31/75056f32-2b89-4246-8468-e47cd93572e6/ENCFF349FIQ.fastq.gz	cb3b0f3ded41b26a720b965e9d01d93d	ENCSR173USI,ENCSR554FDZ	
ENCSR322CFO	ENCFF824ADC	ZEB2	K562	 K562 cell,K-562,K-562 cell	2	2_1	2	100	paired-ended	33225375	https://encode-public.s3.amazonaws.com/2015/03/31/d28fa1c8-e520-4496-984c-e0ea3418a02c/ENCFF824ADC.fastq.gz	0790532abd2140b647745cbfd06adbf2	ENCSR173USI,ENCSR554FDZ	
ENCSR731LHZ	ENCFF301GHT	E4F1	K562	 K562 cell,K-562,K-562 cell	2	2_1	1	100	paired-ended	31637918	https://encode-public.s3.amazonaws.com/2015/03/31/7b028c9d-201c-4d0d-a0a7-4ec2c791c8a1/ENCFF301GHT.fastq.gz	a265b1343cf0d0c3754abaea42cc1d6b	ENCSR173USI	mild to moderate bottlenecking,moderate library complexity,borderline replicate concordance
ENCSR731LHZ	ENCFF603CIN	E4F1	K562	 K562 cell,K-562,K-562 cell	1	1_1	2	100	paired-ended	21211201	https://encode-public.s3.amazonaws.com/2015/03/31/d1cd1664-848b-44e4-9d61-a371f61b8b7b/ENCFF603CIN.fastq.gz	140f752a344659532c332ddf49d3f186	ENCSR173USI	mild to moderate bottlenecking,moderate library complexity,borderline replicate concordance
ENCSR731LHZ	ENCFF243UPQ	E4F1	K562	 K562 cell,K-562,K-562 cell	2	2_1	2	100	paired-ended	31637918	https://encode-public.s3.amazonaws.com/2015/03/31/c1c1048e-47d1-4df6-8332-6b28ab97a619/ENCFF243UPQ.fastq.gz	736978b2fcf9e0185960beaceb4fd6b1	ENCSR173USI	mild to moderate bottlenecking,moderate library complexity,borderline replicate concordance
ENCSR731LHZ	ENCFF772FZX	E4F1	K562	 K562 cell,K-562,K-562 cell	1	1_1	1	100	paired-ended	21211201	https://encode-public.s3.amazonaws.com/2015/03/31/7d5fd933-951f-4365-9604-83a01ff653bc/ENCFF772FZX.fastq.gz	1b83a83ab8400ac2abc33c7400677100	ENCSR173USI	mild to moderate bottlenecking,moderate library complexity,borderline replicate concordance
ENCSR731LHZ	ENCFF447FBL	E4F1	K562	 K562 cell,K-562,K-562 cell	1	1_1	1	100	paired-ended	25037412	https://encode-public.s3.amazonaws.com/2017/04/13/32824f36-edcf-4ece-b382-203889a34728/ENCFF447FBL.fastq.gz	873f87c166f6e0971402a33a8da41b30	ENCSR173USI	mild to moderate bottlenecking,moderate library complexity,borderline replicate concordance
ENCSR731LHZ	ENCFF953JKI	E4F1	K562	 K562 cell,K-562,K-562 cell	1	1_1	2	100	paired-ended	25037412	https://encode-public.s3.amazonaws.com/2017/04/13/576cd26b-78c4-44ee-8994-468d33210136/ENCFF953JKI.fastq.gz	0bcaddea1498546f97b391f93eb81180	ENCSR173USI	mild to moderate bottlenecking,moderate library complexity,borderline replicate concordance
ENCSR391KQC	ENCFF158FFU	MTA3	MCF-7	MCF7,MCF7 cell,MCF-7 cell	2	2_1	1	100	paired-ended	29673988	https://encode-public.s3.amazonaws.com/2015/06/30/16db236f-434d-4dad-9fac-bd737d3f18ca/ENCFF158FFU.fastq.gz	5ceeff303c29a1c4ee3694e008a273ad	ENCSR594UCI,ENCSR217LRF	
ENCSR391KQC	ENCFF646AFJ	MTA3	MCF-7	MCF7,MCF7 cell,MCF-7 cell	2	2_1	2	100	paired-ended	29673988	https://encode-public.s3.amazonaws.com/2015/06/30/b28533df-e82c-4be0-9c76-1655ae47a11e/ENCFF646AFJ.fastq.gz	ff78db3d6d86e668cdf1b2515933e2cf	ENCSR594UCI,ENCSR217LRF	
ENCSR391KQC	ENCFF993ZYN	MTA3	MCF-7	MCF7,MCF7 cell,MCF-7 cell	1	1_1	1	100	paired-ended	26959644	https://encode-public.s3.amazonaws.com/2015/07/01/33eaabfe-92f2-4c0e-a57f-e883b685ae21/ENCFF993ZYN.fastq.gz	c551c782f88484669da36fa3246a273a	ENCSR594UCI,ENCSR217LRF	
ENCSR391KQC	ENCFF911VAQ	MTA3	MCF-7	MCF7,MCF7 cell,MCF-7 cell	1	1_1	2	100	paired-ended	26959644	https://encode-public.s3.amazonaws.com/2015/07/01/8fbe8ddb-d005-45f6-b4c4-667099b1e740/ENCFF911VAQ.fastq.gz	4ef18c09483febd21210761b635c7491	ENCSR594UCI,ENCSR217LRF	
ENCSR125DKL	ENCFF002ACW	CTCF	SU-DHL-6	SU-DHL-6	2	2_1	1	36	single-ended	35135286	https://encode-public.s3.amazonaws.com/2014/03/13/9f3642f9-3784-4509-80be-bed1ee8abe9f/ENCFF002ACW.fastq.gz	4370cc9928a033baa166fbc1ff368d2e	ENCSR179YLS	low read length,antibody characterized with exemption,inconsistent control read length,mild to moderate bottlenecking,moderate library complexity
ENCSR125DKL	ENCFF989WYW	CTCF	SU-DHL-6	SU-DHL-6	1	1_1	1	36	single-ended	26906544	https://encode-public.s3.amazonaws.com/2016/04/12/fc5debfe-ab4b-4e5a-8d99-8da6ae5a98ee/ENCFF989WYW.fastq.gz	3500b5a163df4f12aada5cf9668b9cf4	ENCSR179YLS	low read length,antibody characterized with exemption,inconsistent control read length,mild to moderate bottlenecking,moderate library complexity
ENCSR125DKL	ENCFF854UWR	CTCF	SU-DHL-6	SU-DHL-6	1	1_1	1	37	single-ended	13585711	https://encode-public.s3.amazonaws.com/2016/04/12/836d2cfb-2248-46b0-91be-9ff46c73d75c/ENCFF854UWR.fastq.gz	f5ceda6652a2dda8c3c99ccbd52b85d0	ENCSR179YLS	low read length,antibody characterized with exemption,inconsistent control read length,mild to moderate bottlenecking,moderate library complexity
ENCSR000DUG	ENCFF001HNT	CTCF	HepG2	HepG2 cell,Hep-G2	1	1_1	1	36	single-ended	23416645	https://encode-public.s3.amazonaws.com/2011/06/25/cbfdc6a4-7530-4017-a1af-02cf6aea2dd1/ENCFF001HNT.fastq.gz	166fb37f457dd47296332fdadc4581a0	ENCSR000DUC	low read length,inconsistent platforms,mild to moderate bottlenecking,moderate library complexity,low read depth
ENCSR000DUG	ENCFF001HNU	CTCF	HepG2	HepG2 cell,Hep-G2	2	2_1	1	36	single-ended	28152832	https://encode-public.s3.amazonaws.com/2011/06/25/00e44124-7b41-4918-838f-3ac77e607fb6/ENCFF001HNU.fastq.gz	bf07801c77ad78d05caed6de766e8ebd	ENCSR000DUC	low read length,inconsistent platforms,mild to moderate bottlenecking,moderate library complexity,low read depth
ENCSR404BPV	ENCFF002ELS	SMC3	neural cell		2	2_1	2	100	paired-ended	42706856	https://encode-public.s3.amazonaws.com/2014/07/06/420afbff-f520-4584-aef5-c3b8c5853831/ENCFF002ELS.fastq.gz	c8424389d1a65e4801f0f26f83f3aa37	ENCSR634PYN	mild to moderate bottlenecking,moderate library complexity,antibody characterized with exemption
ENCSR404BPV	ENCFF002ELT	SMC3	neural cell		1	1_1	2	100	paired-ended	44531393	https://encode-public.s3.amazonaws.com/2014/07/06/50628353-9773-4207-a985-d03905780cb7/ENCFF002ELT.fastq.gz	ceabb9a071f044b82c25fd999196fa29	ENCSR634PYN	mild to moderate bottlenecking,moderate library complexity,antibody characterized with exemption
ENCSR404BPV	ENCFF002ELU	SMC3	neural cell		1	1_1	1	100	paired-ended	44531393	https://encode-public.s3.amazonaws.com/2014/07/06/9398d6b6-ed69-46bd-8488-57da00828b86/ENCFF002ELU.fastq.gz	2604cd5f621db37513ec2d11c2d2d8d3	ENCSR634PYN	mild to moderate bottlenecking,moderate library complexity,antibody characterized with exemption
ENCSR404BPV	ENCFF002ELV	SMC3	neural cell		2	2_1	1	100	paired-ended	42706856	https://encode-public.s3.amazonaws.com/2014/07/06/9d8d1c03-12dc-4010-99a5-d38d5a7b6cfd/ENCFF002ELV.fastq.gz	4a3e358d9334a2c05dce90b31c7f2a21	ENCSR634PYN	mild to moderate bottlenecking,moderate library complexity,antibody characterized with exemption
ENCSR404BPV	ENCFF456LRP	SMC3	neural cell		1	1_2	1	101	paired-ended	24604497	https://encode-public.s3.amazonaws.com/2017/02/28/a2a3d34f-d52c-449e-909f-acd710fdf854/ENCFF456LRP.fastq.gz	3ff69038dd0daaef35a090f21b1c2b20	ENCSR634PYN	mild to moderate bottlenecking,moderate library complexity,antibody characterized with exemption
ENCSR404BPV	ENCFF357WIZ	SMC3	neural cell		1	1_2	2	101	paired-ended	24604497	https://encode-public.s3.amazonaws.com/2017/02/28/0b0cb18f-b4b5-4494-b565-b5f34806ea6e/ENCFF357WIZ.fastq.gz	9bcb2472fe3973803cd62d2a86fa8a03	ENCSR634PYN	mild to moderate bottlenecking,moderate library complexity,antibody characterized with exemption
ENCSR000DYJ	ENCFF000VOD	BHLHE40	A549	A-549,A549 cell	1	1_1	1	36	single-ended	29986628	https://encode-public.s3.amazonaws.com/2012/07/01/0952fe5a-3f5b-4597-9d35-bc336feec348/ENCFF000VOD.fastq.gz	fd63e019047b962775c425ed33f3c04a	ENCSR496AXR	inconsistent platforms,low read length,low read depth,missing controlled_by
ENCSR000DYJ	ENCFF000VOF	BHLHE40	A549	A-549,A549 cell	2	2_1	1	36	single-ended	25122537	https://encode-public.s3.amazonaws.com/2012/07/01/cf545ef2-b8c7-43f7-adec-d171b1382b00/ENCFF000VOF.fastq.gz	aa72da91aa9bdcecbd05d1cbd5c67a46	ENCSR496AXR	inconsistent platforms,low read length,low read depth,missing controlled_by
ENCSR618GDK	ENCFF002EEE	CEBPZ	K562	 K562 cell,K-562,K-562 cell	1	1_1	1	36	single-ended	24112205	https://encode-public.s3.amazonaws.com/2014/07/04/a2e75049-cf00-48ca-9d80-a565869e43b5/ENCFF002EEE.fastq.gz	ac9fc6435c00094b45f117e17abbbc58	ENCSR080EOT	borderline replicate concordance,mild to moderate bottlenecking,low read length,low read depth
ENCSR618GDK	ENCFF002EEI	CEBPZ	K562	 K562 cell,K-562,K-562 cell	4	4_1	1	36	single-ended	29534807	https://encode-public.s3.amazonaws.com/2014/07/04/bb697800-eff9-45e3-ab53-00e41710b2e7/ENCFF002EEI.fastq.gz	33c44d14baeb7e7fd3d03abfa5079a23	ENCSR080EOT	borderline replicate concordance,mild to moderate bottlenecking,low read length,low read depth
ENCSR837EYC	ENCFF206ARZ	NRF1	K562	 K562 cell,K-562,K-562 cell	1	1_1	1	50	single-ended	23996206	https://encode-public.s3.amazonaws.com/2014/12/18/478de0c9-028f-4e23-82c9-279e20bc8ce0/ENCFF206ARZ.fastq.gz	467f2ebabe696c458198205cdc226053	ENCSR599SPN,ENCSR000FCA	mild to moderate bottlenecking,moderate library complexity,low read depth
ENCSR837EYC	ENCFF252RBF	NRF1	K562	 K562 cell,K-562,K-562 cell	2	2_1	1	50	single-ended	22364056	https://encode-public.s3.amazonaws.com/2014/12/18/60151905-9751-4904-992b-737bb797e3fc/ENCFF252RBF.fastq.gz	4f0e8b31307e3a995099a7a7392facbd	ENCSR599SPN,ENCSR000FCA	mild to moderate bottlenecking,moderate library complexity,low read depth
ENCSR000BGT	ENCFF000NSW	BATF	GM12878		1	1_1	1	36	single-ended	27010619	https://encode-public.s3.amazonaws.com/2012/01/23/d5d473b5-37c1-48bb-958e-9036f7228733/ENCFF000NSW.fastq.gz	aa65d657885a4390d0961e257e000436	ENCSR000BGH	low read length,low read depth
ENCSR000BGT	ENCFF000NSX	BATF	GM12878		2	2_1	1	36	single-ended	24905567	https://encode-public.s3.amazonaws.com/2012/01/23/48eb3b45-b315-4d41-a18b-8cba231283b8/ENCFF000NSX.fastq.gz	28f58f2b113e59626753f7a07a8bc0b6	ENCSR000BGH	low read length,low read depth
ENCSR006WUS	ENCFF202GQI	NEUROD1	MCF-7	MCF7,MCF7 cell,MCF-7 cell	1	1_1	2	100	paired-ended	36094995	https://encode-public.s3.amazonaws.com/2015/03/31/6c49e6bd-3c3c-4867-a7b7-4653800a4276/ENCFF202GQI.fastq.gz	572ac4bc14a4af5fa0d8b33bd6d59817	ENCSR594UCI,ENCSR217LRF	borderline replicate concordance,low read depth
ENCSR006WUS	ENCFF156UAQ	NEUROD1	MCF-7	MCF7,MCF7 cell,MCF-7 cell	2	2_1	2	100	paired-ended	20762858	https://encode-public.s3.amazonaws.com/2015/03/31/74007776-4766-481a-a646-603c55cf04da/ENCFF156UAQ.fastq.gz	4bbd0d1d666328501050760e1f0aab64	ENCSR594UCI,ENCSR217LRF	borderline replicate concordance,low read depth
ENCSR006WUS	ENCFF291XCZ	NEUROD1	MCF-7	MCF7,MCF7 cell,MCF-7 cell	1	1_1	1	100	paired-ended	36094995	https://encode-public.s3.amazonaws.com/2015/03/31/2b87a081-6442-4321-bc81-d3244216ef64/ENCFF291XCZ.fastq.gz	c596035f1b36555c7396d7230933cb6d	ENCSR594UCI,ENCSR217LRF	borderline replicate concordance,low read depth
ENCSR006WUS	ENCFF498MQF	NEUROD1	MCF-7	MCF7,MCF7 cell,MCF-7 cell	2	2_1	1	100	paired-ended	20762858	https://encode-public.s3.amazonaws.com/2015/03/31/402cbc26-5322-4fe8-9612-67f4fc4e8b7c/ENCFF498MQF.fastq.gz	ce5e287cd4f9d568e2f9ee5fcc0baee8	ENCSR594UCI,ENCSR217LRF	borderline replicate concordance,low read depth
ENCSR000BTH	ENCFF000QYZ	GATA3	SK-N-SH	SKNSH	1	1_1	1	50	single-ended	41306257	https://encode-public.s3.amazonaws.com/2012/01/23/495cfccc-7ccc-4340-9569-ce3f53f02bc6/ENCFF000QYZ.fastq.gz	dc887dc6c84bef7c539d58187fa38fbe	ENCSR000BVW	
ENCSR000BTH	ENCFF000QZA	GATA3	SK-N-SH	SKNSH	2	2_1	1	50	single-ended	35289682	https://encode-public.s3.amazonaws.com/2012/01/23/8e793828-9317-4379-be8e-cfc238b303af/ENCFF000QZA.fastq.gz	863dc3126c7d57c84e0aeea317a977dc	ENCSR000BVW	
ENCSR000BIC	ENCFF000ORG	POLR2AphosphoS5	H1	H1	1	1_1	1	36	single-ended	28007103	https://encode-public.s3.amazonaws.com/2012/01/23/2b21ef1e-82d4-4f54-9f30-47e4dcc5e930/ENCFF000ORG.fastq.gz	b47c3daab013e08c3475eb585aebe8bb	ENCSR000BHL	low read length,low read depth
ENCSR000BIC	ENCFF000ORK	POLR2AphosphoS5	H1	H1	2	2_1	1	36	single-ended	46078744	https://encode-public.s3.amazonaws.com/2012/01/23/84f783d9-bf9a-4bca-928f-a60638bc8d3d/ENCFF000ORK.fastq.gz	0aa2a597eafce86d9bfa7ccb7b6cc507	ENCSR000BHL	low read length,low read depth
ENCSR000DKN	ENCFF000RNB	CTCF	H54	H54	1	1_1	1	36	single-ended	58200145	https://encode-public.s3.amazonaws.com/2012/07/26/aba16138-2be0-467c-b974-1b87bcd9011d/ENCFF000RNB.fastq.gz	849b9f6f615b1d7c8aa3622a9687274e	ENCSR000DKO	mild to moderate bottlenecking,low read length,moderate library complexity
ENCSR000DKN	ENCFF000RND	CTCF	H54	H54	2	2_1	1	36	single-ended	54188729	https://encode-public.s3.amazonaws.com/2012/07/26/87e441be-3d02-43a0-95ad-37f675f8990b/ENCFF000RND.fastq.gz	ed32408f66371c6e766d1035a501d070	ENCSR000DKO	mild to moderate bottlenecking,low read length,moderate library complexity
ENCSR000BNW	ENCFF000QGN	SIX5	K562	 K562 cell,K-562,K-562 cell	2	2_1	1	36	single-ended	11967042	https://encode-public.s3.amazonaws.com/2012/01/23/db6f6813-3a18-4a31-a4fb-efe913cb9e9a/ENCFF000QGN.fastq.gz	70b6a0d835efbc73998c417acf047045	ENCSR000BLJ	mild to moderate bottlenecking,low read length,borderline replicate concordance,moderate library complexity
ENCSR000BNW	ENCFF000QGQ	SIX5	K562	 K562 cell,K-562,K-562 cell	1	1_1	1	36	single-ended	30122028	https://encode-public.s3.amazonaws.com/2012/01/23/c02b79e6-9e87-4dbf-937f-db13420d2290/ENCFF000QGQ.fastq.gz	357bbbe57c8b6eecacdf1d4199fc4d03	ENCSR000BLJ	mild to moderate bottlenecking,low read length,borderline replicate concordance,moderate library complexity
ENCSR254YRM	ENCFF002EWZ	CTCF	liver		1	1_1	1	36	single-ended	32476347	https://encode-public.s3.amazonaws.com/2014/07/30/b30e5d76-176b-4368-accd-07ae9fca7743/ENCFF002EWZ.fastq.gz	ca3b90bd8c29e49f558cdeab5a9d100f	ENCSR221IDN	low read length,low read depth,improper control_type of control experiment
ENCSR254YRM	ENCFF002EXB	CTCF	liver		2	2_1	1	36	single-ended	22411303	https://encode-public.s3.amazonaws.com/2014/07/30/b67fadae-f30b-4df1-8455-078f8968038a/ENCFF002EXB.fastq.gz	b18dd9fc2979894790a4d23fe3399407	ENCSR221IDN	low read length,low read depth,improper control_type of control experiment
ENCSR506KWJ	ENCFF925UZZ	XRCC5	K562	 K562 cell,K-562,K-562 cell	1	1_1	1	40	single-ended	37182748	https://encode-public.s3.amazonaws.com/2016/02/11/9fea4d9e-9d77-40d0-8484-f532a3217be8/ENCFF925UZZ.fastq.gz	3ebc60b8f49380a86bb095ae7689769a	ENCSR464FDA	mild to moderate bottlenecking,low read length,low read depth
ENCSR506KWJ	ENCFF539TVP	XRCC5	K562	 K562 cell,K-562,K-562 cell	2	2_1	1	40	single-ended	30753962	https://encode-public.s3.amazonaws.com/2016/02/11/e39c2be4-c250-4486-89dc-4a59e15e1710/ENCFF539TVP.fastq.gz	4efe762399ef2414747faeefb52ac73f	ENCSR464FDA	mild to moderate bottlenecking,low read length,low read depth
ENCSR560BUE	ENCFF197EAD	CTCF	MCF-7	MCF7,MCF7 cell,MCF-7 cell	1	1_1	1	36	single-ended	31583185	https://encode-public.s3.amazonaws.com/2014/10/24/f1e8ec9f-7ee5-44ba-b985-19506e763e35/ENCFF197EAD.fastq.gz	619c41ecc8c2510afca026b893367d43	ENCSR768LHG	low read length,antibody characterized with exemption,inconsistent control read length,mild to moderate bottlenecking,moderate library complexity,low read depth
ENCSR560BUE	ENCFF007QNS	CTCF	MCF-7	MCF7,MCF7 cell,MCF-7 cell	2	2_1	1	36	single-ended	26764142	https://encode-public.s3.amazonaws.com/2014/10/25/03a810f1-ae64-4f87-bd74-bab635347d91/ENCFF007QNS.fastq.gz	7d8b22d483eed5491e4bf330e1f3c5e7	ENCSR768LHG	low read length,antibody characterized with exemption,inconsistent control read length,mild to moderate bottlenecking,moderate library complexity,low read depth
ENCSR101FJU	ENCFF001YXD	ZNF384	HepG2	HepG2 cell,Hep-G2	1	1_1	1	36	single-ended	28083904	https://encode-public.s3.amazonaws.com/2014/01/30/04669374-f712-4ca0-aaaa-195a94da191d/ENCFF001YXD.fastq.gz	40121f17a68429da278c86fe0e4f6bd0	ENCSR613TDP	low read length
ENCSR101FJU	ENCFF001YXE	ZNF384	HepG2	HepG2 cell,Hep-G2	2	2_1	1	36	single-ended	30111976	https://encode-public.s3.amazonaws.com/2014/01/30/d0fd9809-2e84-4235-87b7-de02424f56e5/ENCFF001YXE.fastq.gz	dc2a3bdad95543bac646576086074cd8	ENCSR613TDP	low read length
ENCSR000DKT	ENCFF000RPI	POLR2A	GM12878		1	1_1	1	33	single-ended	23180176	https://encode-public.s3.amazonaws.com/2012/07/26/a3b7e464-b7fe-4c66-8da9-63bfb4e3d46e/ENCFF000RPI.fastq.gz	284e70e9916c0b35a8340784d8e08238	ENCSR000DKW	low read length,mixed read lengths,inconsistent platforms,inconsistent control read length,mild to moderate bottlenecking,low read depth
ENCSR000DKT	ENCFF000RPL	POLR2A	GM12878		2	2_1	1	36	single-ended	17810183	https://encode-public.s3.amazonaws.com/2012/07/26/87384152-9b9c-4e5c-8c33-68ea83e415d6/ENCFF000RPL.fastq.gz	7dc1d7dbf009327e1344261758218e3e	ENCSR000DKW	low read length,mixed read lengths,inconsistent platforms,inconsistent control read length,mild to moderate bottlenecking,low read depth
ENCSR000BIR	ENCFF000OTS	SP1	H1	H1	1	1_1	1	36	single-ended	22420347	https://encode-public.s3.amazonaws.com/2012/01/23/9b3b7295-9581-4308-a55a-aa0ac46c3a7d/ENCFF000OTS.fastq.gz	bdb0e3d8d247b0403ea2ec6af3654588	ENCSR000BHL	low read length,low read depth
ENCSR000BIR	ENCFF000OTW	SP1	H1	H1	2	2_1	1	36	single-ended	26049476	https://encode-public.s3.amazonaws.com/2012/01/23/463f1d8b-c158-4386-b782-67b731ecdb0a/ENCFF000OTW.fastq.gz	563c5a3e59c4f17ce5022a96f44b81fd	ENCSR000BHL	low read length,low read depth
ENCSR000DNN	ENCFF000VZR	NFYA	GM12878		1	1_1	1	36	single-ended	15653732	https://encode-public.s3.amazonaws.com/2010/10/20/9184b734-1806-4b2f-923b-d98b3a87fbd7/ENCFF000VZR.fastq.gz	5bf596cb8cce31e54b2ae9f76a64d3be	ENCSR000EAF	low read length,borderline replicate concordance,inconsistent control read length,mild to moderate bottlenecking,low read depth,improper control_type of control experiment,missing controlled_by
ENCSR000DNN	ENCFF000VZT	NFYA	GM12878		2	2_1	1	36	single-ended	17272744	https://encode-public.s3.amazonaws.com/2010/10/20/76526e72-8d9d-4fde-9b76-1e4e59a3fa14/ENCFF000VZT.fastq.gz	62d1807528ace2544dbcef3e53dcd7dd	ENCSR000EAF	low read length,borderline replicate concordance,inconsistent control read length,mild to moderate bottlenecking,low read depth,improper control_type of control experiment,missing controlled_by
