exp	acc	target	biosample	synonyms	biorep	techrep	read	read_length	run_type	read_count	url	md5sum	controls
ENCSR992XTY	ENCFF465XYN	CTCF	WTC11	WTC11,WTC-11	1	1_1	1	76	single-ended	507700	https://encode-public.s3.amazonaws.com/2022/05/11/19dabf4e-0535-426f-a9d3-beff9764d724/ENCFF465XYN.fastq.gz	43ba164162c28fa0e78cb1c1b318d7d8	ENCSR463ZLQ
ENCSR992XTY	ENCFF250QNN	CTCF	WTC11	WTC11,WTC-11	1	1_1	1	76	single-ended	3732022	https://encode-public.s3.amazonaws.com/2022/05/11/3e9097a3-5f21-4e47-a351-7dcf735153b3/ENCFF250QNN.fastq.gz	f579824b05306360ee24da1f7399c9bc	ENCSR463ZLQ
ENCSR992XTY	ENCFF639OJC	CTCF	WTC11	WTC11,WTC-11	1	1_1	1	76	single-ended	3713398	https://encode-public.s3.amazonaws.com/2022/05/11/2d68a0a1-ec39-4d93-9aa1-1f85f7edc27d/ENCFF639OJC.fastq.gz	bb183b5611e0832f73775eca3fcac95b	ENCSR463ZLQ
ENCSR992XTY	ENCFF131MTO	CTCF	WTC11	WTC11,WTC-11	1	1_1	1	76	single-ended	510645	https://encode-public.s3.amazonaws.com/2022/05/11/347150d5-3944-4bc9-b023-521a1bcc1840/ENCFF131MTO.fastq.gz	1618d5b210f2d03135950b822bea2d24	ENCSR463ZLQ
ENCSR992XTY	ENCFF092LXL	CTCF	WTC11	WTC11,WTC-11	1	1_1	1	76	single-ended	509830	https://encode-public.s3.amazonaws.com/2022/05/11/12723965-a41b-46e8-913b-ca21cb3da299/ENCFF092LXL.fastq.gz	245e8f321198b61b548adb6bbcfdc209	ENCSR463ZLQ
ENCSR992XTY	ENCFF258OYZ	CTCF	WTC11	WTC11,WTC-11	1	1_1	1	76	single-ended	3734055	https://encode-public.s3.amazonaws.com/2022/05/11/31474b74-3ea3-470d-8f87-160b27a654e2/ENCFF258OYZ.fastq.gz	251fbbf61679cb8a6f781f684cd8de9f	ENCSR463ZLQ
ENCSR992XTY	ENCFF396VVS	CTCF	WTC11	WTC11,WTC-11	1	1_1	1	76	single-ended	3686998	https://encode-public.s3.amazonaws.com/2022/05/11/16562fc3-d1d6-4b91-b012-5f7d23f7a421/ENCFF396VVS.fastq.gz	62325ff0db5198152c196f9cf860bb83	ENCSR463ZLQ
ENCSR992XTY	ENCFF576PEB	CTCF	WTC11	WTC11,WTC-11	2	2_2	1	76	single-ended	550074	https://encode-public.s3.amazonaws.com/2022/05/11/b030ec46-8e9a-4183-8513-20cf645c1f16/ENCFF576PEB.fastq.gz	61ccea8999912278bef73ce82564b874	ENCSR463ZLQ
ENCSR992XTY	ENCFF601VBW	CTCF	WTC11	WTC11,WTC-11	2	2_2	1	76	single-ended	545292	https://encode-public.s3.amazonaws.com/2022/05/11/1b7fd563-1a46-4bcc-a8c9-5e0e764dcf7f/ENCFF601VBW.fastq.gz	3f26d12a9ab66f425a6303eabc6f0190	ENCSR463ZLQ
ENCSR992XTY	ENCFF788JSE	CTCF	WTC11	WTC11,WTC-11	2	2_2	1	76	single-ended	550545	https://encode-public.s3.amazonaws.com/2022/05/11/2f63e766-8cc9-4b41-a2db-2167d0a7daea/ENCFF788JSE.fastq.gz	b5e1e88abcfbd5d61a6069562b1457bf	ENCSR463ZLQ
ENCSR992XTY	ENCFF943LQZ	CTCF	WTC11	WTC11,WTC-11	2	2_2	1	76	single-ended	3786079	https://encode-public.s3.amazonaws.com/2022/05/11/22814526-29e8-4944-9cc6-e6d6ab232bdf/ENCFF943LQZ.fastq.gz	130b0d67d04556628f132369e9d1b18b	ENCSR463ZLQ
ENCSR992XTY	ENCFF300CXO	CTCF	WTC11	WTC11,WTC-11	2	2_2	1	76	single-ended	3802234	https://encode-public.s3.amazonaws.com/2022/05/11/29c1b8fa-877a-4cfb-976b-6ef1e20dd67b/ENCFF300CXO.fastq.gz	b8229a874ccb4b968859ca2910105626	ENCSR463ZLQ
ENCSR992XTY	ENCFF145IHI	CTCF	WTC11	WTC11,WTC-11	2	2_2	1	76	single-ended	3751425	https://encode-public.s3.amazonaws.com/2022/05/11/0f2d1fa7-ae53-4860-85c0-a42bc0016a1e/ENCFF145IHI.fastq.gz	29e1e3b3685ee8b7b757ff606cec00ce	ENCSR463ZLQ
ENCSR992XTY	ENCFF770SSP	CTCF	WTC11	WTC11,WTC-11	2	2_2	1	76	single-ended	547153	https://encode-public.s3.amazonaws.com/2022/05/11/f957a0c5-fa14-4159-bc13-ba9daf5ff567/ENCFF770SSP.fastq.gz	64c77cf9859f1a864bc587c466428fb5	ENCSR463ZLQ
ENCSR992XTY	ENCFF455GCU	CTCF	WTC11	WTC11,WTC-11	2	2_2	1	76	single-ended	3799224	https://encode-public.s3.amazonaws.com/2022/05/11/7303d816-e917-4e5d-af93-29dced118c4d/ENCFF455GCU.fastq.gz	f3d382fd2e2efaaedd859e33a2adebbc	ENCSR463ZLQ
ENCSR992XTY	ENCFF293HAY	CTCF	WTC11	WTC11,WTC-11	1	1_2	1	76	single-ended	456920	https://encode-public.s3.amazonaws.com/2022/05/11/8cc60c22-4921-4b3c-832e-b4f1cf245c2a/ENCFF293HAY.fastq.gz	806325e7b0410fcb753d8f601ae8dd13	ENCSR463ZLQ
ENCSR992XTY	ENCFF541YXA	CTCF	WTC11	WTC11,WTC-11	1	1_2	1	76	single-ended	3653416	https://encode-public.s3.amazonaws.com/2022/05/11/3128e3d4-5bfa-4383-a1f3-4d7a3e6c57b3/ENCFF541YXA.fastq.gz	0198826b9a0a3e0f94ab25a65bc9bb28	ENCSR463ZLQ
ENCSR992XTY	ENCFF443UCB	CTCF	WTC11	WTC11,WTC-11	1	1_2	1	76	single-ended	3665706	https://encode-public.s3.amazonaws.com/2022/05/11/3bb56666-1148-4dd9-ab4a-456b7ef1400b/ENCFF443UCB.fastq.gz	3a637965b462340816e5bed649df352b	ENCSR463ZLQ
ENCSR992XTY	ENCFF047YGG	CTCF	WTC11	WTC11,WTC-11	1	1_2	1	76	single-ended	3671849	https://encode-public.s3.amazonaws.com/2022/05/11/7e8a006c-620e-4b7a-952e-d85e4e21c57b/ENCFF047YGG.fastq.gz	adc5adb9573720d5d43413eacf0da6e4	ENCSR463ZLQ
ENCSR992XTY	ENCFF073LOW	CTCF	WTC11	WTC11,WTC-11	1	1_2	1	76	single-ended	454789	https://encode-public.s3.amazonaws.com/2022/05/11/54bc70b7-bf47-4fec-b768-703aca937dfe/ENCFF073LOW.fastq.gz	eb971142e02b71a26c5436aac80dcf44	ENCSR463ZLQ
ENCSR992XTY	ENCFF036NXQ	CTCF	WTC11	WTC11,WTC-11	1	1_2	1	76	single-ended	450594	https://encode-public.s3.amazonaws.com/2022/05/11/dde84957-434f-4430-8066-f7248b54faf1/ENCFF036NXQ.fastq.gz	9ae71ef480084e8d1e4d4f51236a1586	ENCSR463ZLQ
ENCSR992XTY	ENCFF777FAZ	CTCF	WTC11	WTC11,WTC-11	1	1_2	1	76	single-ended	3621460	https://encode-public.s3.amazonaws.com/2022/05/11/ab29a992-b8dc-4a00-966b-239183c078a5/ENCFF777FAZ.fastq.gz	f7df78af294281d9cd191495697262f5	ENCSR463ZLQ
ENCSR992XTY	ENCFF819JXH	CTCF	WTC11	WTC11,WTC-11	1	1_2	1	76	single-ended	452103	https://encode-public.s3.amazonaws.com/2022/05/11/430a90be-8bf5-415e-a765-0e93f9395009/ENCFF819JXH.fastq.gz	4027c5fbc5654ff7d2aae82b6cdcf366	ENCSR463ZLQ
ENCSR000DTW	ENCFF001HMV	CTCF	HEK293	human embryonic kidney cell	2	2_1	1	36	single-ended	43106865	https://encode-public.s3.amazonaws.com/2011/06/25/bbdc9280-4089-4117-94a9-88013f9bcb22/ENCFF001HMV.fastq.gz	0a751ce4a13b22cba136134f139cc593	ENCSR000DTV
ENCSR000DTW	ENCFF001HNG	CTCF	HEK293	human embryonic kidney cell	1	1_1	1	36	single-ended	60743622	https://encode-public.s3.amazonaws.com/2011/06/25/2dba373f-0182-4bf3-9d05-3714628f6bf4/ENCFF001HNG.fastq.gz	d6325cb16851c01a059d62901f2fc623	ENCSR000DTV
ENCSR000DVH	ENCFF001HRL	CTCF	kidney epithelial cell		1	1_1	1	36	single-ended	15179497	https://encode-public.s3.amazonaws.com/2011/06/25/502e22ef-62fc-4ab9-bda1-45c78a65ca55/ENCFF001HRL.fastq.gz	64bef3c4ee501bc524cdfcbc0b3dd7d6	ENCSR000DVD
ENCSR000DVH	ENCFF001HRM	CTCF	kidney epithelial cell		2	2_1	1	36	single-ended	34733625	https://encode-public.s3.amazonaws.com/2011/06/25/ad9ea654-e322-4b91-8859-b64ef8c8f81d/ENCFF001HRM.fastq.gz	6dfd704fec3365a017487af3b7380d6a	ENCSR000DVD
ENCSR000DTR	ENCFF001HMI	CTCF	epithelial cell of esophagus		2	2_1	1	36	single-ended	13830153	https://encode-public.s3.amazonaws.com/2011/06/25/6345165c-25a8-43c4-a8a9-a5b5359ed6d7/ENCFF001HMI.fastq.gz	bd01c0d032efb851eb039d6ba7187a9c	ENCSR000DTS
ENCSR000DTR	ENCFF001HMK	CTCF	epithelial cell of esophagus		1	1_1	1	36	single-ended	28024999	https://encode-public.s3.amazonaws.com/2011/06/25/8a58e642-7f6c-4503-b68d-ebbcc7f7424b/ENCFF001HMK.fastq.gz	d5b5fad27d83d31321ceb63ff16c2ed0	ENCSR000DTS
ENCSR000DRU	ENCFF001HHL	CTCF	GM12875		2	2_1	1	36	single-ended	14649260	https://encode-public.s3.amazonaws.com/2011/06/25/7792a3b0-00db-4087-9b86-74d996f486c9/ENCFF001HHL.fastq.gz	4abe5999cb02f0a638c546f5afd3ddc7	ENCSR000DRT
ENCSR000DRU	ENCFF001HHM	CTCF	GM12875		1	1_1	1	36	single-ended	15182690	https://encode-public.s3.amazonaws.com/2011/06/25/370a5b81-bbc8-450a-ac62-e014c8fa34ca/ENCFF001HHM.fastq.gz	e957e6cdc5c092a4a964c102501ced43	ENCSR000DRT
ENCSR138FTN	ENCFF056DUI	CTCF	heart right ventricle	right ventricle of heart,right ventricle,cardiac right ventricle	1	1_1	1	76	single-ended	6782967	https://encode-public.s3.amazonaws.com/2022/02/02/3971bdb3-4910-4e70-887f-46b64d5ced31/ENCFF056DUI.fastq.gz	d299534771cb8c807da056d46bdfc55b	ENCSR937OPV
ENCSR138FTN	ENCFF565GRJ	CTCF	heart right ventricle	right ventricle of heart,right ventricle,cardiac right ventricle	1	1_2	1	76	single-ended	6218472	https://encode-public.s3.amazonaws.com/2022/02/02/2a58d41c-b0db-4df5-bb27-370acc5b497e/ENCFF565GRJ.fastq.gz	189ab3467f434af15c2978dc74867631	ENCSR937OPV
ENCSR138FTN	ENCFF037YJS	CTCF	heart right ventricle	right ventricle of heart,right ventricle,cardiac right ventricle	1	1_1	1	76	single-ended	6697802	https://encode-public.s3.amazonaws.com/2022/02/02/ae7e18a9-7319-4370-bbfc-182f5fb3f270/ENCFF037YJS.fastq.gz	96102b57d2c8a253458d50982938a287	ENCSR937OPV
ENCSR138FTN	ENCFF023UBQ	CTCF	heart right ventricle	right ventricle of heart,right ventricle,cardiac right ventricle	1	1_1	1	76	single-ended	6926638	https://encode-public.s3.amazonaws.com/2022/02/02/d336ca69-bc31-4c7b-a771-7332bee45dfd/ENCFF023UBQ.fastq.gz	69b235bf9c869d2582a307c489e23697	ENCSR937OPV
ENCSR138FTN	ENCFF164BHA	CTCF	heart right ventricle	right ventricle of heart,right ventricle,cardiac right ventricle	1	1_1	1	76	single-ended	6531572	https://encode-public.s3.amazonaws.com/2022/02/02/364a74ec-1133-4838-a378-43a94a770e4e/ENCFF164BHA.fastq.gz	76fbf273180c82f7d0211521e9f2762b	ENCSR937OPV
ENCSR138FTN	ENCFF406WBD	CTCF	heart right ventricle	right ventricle of heart,right ventricle,cardiac right ventricle	1	1_2	1	76	single-ended	6458497	https://encode-public.s3.amazonaws.com/2022/02/02/c67c82e5-5640-4117-9198-2d822130317e/ENCFF406WBD.fastq.gz	e14d8461e7529cc2175c0b1af2a49aa7	ENCSR937OPV
ENCSR138FTN	ENCFF132YVP	CTCF	heart right ventricle	right ventricle of heart,right ventricle,cardiac right ventricle	1	1_2	1	76	single-ended	6380906	https://encode-public.s3.amazonaws.com/2022/02/02/7e61cd7c-157d-478a-a7fe-24b93352af0f/ENCFF132YVP.fastq.gz	e799489cea1474bd04eb379340e84b25	ENCSR937OPV
ENCSR138FTN	ENCFF913JQJ	CTCF	heart right ventricle	right ventricle of heart,right ventricle,cardiac right ventricle	1	1_2	1	76	single-ended	6588771	https://encode-public.s3.amazonaws.com/2022/02/02/dad384ad-8e4c-4d27-8591-8c12b5dd4e3a/ENCFF913JQJ.fastq.gz	6b32b536b68f41d9374d59a642c0fecf	ENCSR937OPV
ENCSR000AHD	ENCFF000QLT	CTCF	MCF-7	MCF7,MCF7 cell,MCF-7 cell	2	2_1	1	50	single-ended	25648164	https://encode-public.s3.amazonaws.com/2012/01/23/ea309127-6d1a-4056-b5ee-cb320c819eec/ENCFF000QLT.fastq.gz	8a578ac4f7bff6bc953834e7a15f7daa	ENCSR000AHE
ENCSR000AHD	ENCFF000QLW	CTCF	MCF-7	MCF7,MCF7 cell,MCF-7 cell	1	1_1	1	50	single-ended	36278312	https://encode-public.s3.amazonaws.com/2012/01/23/46774d50-daf5-4b93-be4c-dccfd2c7f028/ENCFF000QLW.fastq.gz	377ea32d9cd8f4ae9c2b9cae3d49df3c	ENCSR000AHE
ENCSR423MQG	ENCFF938QHP	CTCF	brain		1	1_1	1	76	single-ended	5466528	https://encode-public.s3.amazonaws.com/2022/02/02/f5f9c2b3-7ecf-46fa-b1e1-82aa100d1b30/ENCFF938QHP.fastq.gz	b2f5361a9a5c733aaa12ecd35a65b55d	ENCSR076IYM
ENCSR423MQG	ENCFF407CPD	CTCF	brain		1	1_1	1	76	single-ended	5514573	https://encode-public.s3.amazonaws.com/2022/02/02/85b1da6d-0b03-4e19-bb5c-30f2c918ea69/ENCFF407CPD.fastq.gz	bef09a2fdb27b9bc98ce38b1294fed79	ENCSR076IYM
ENCSR423MQG	ENCFF383ACV	CTCF	brain		1	1_1	1	76	single-ended	5501138	https://encode-public.s3.amazonaws.com/2022/02/02/0616dd95-4d65-4224-9d57-d404a10dd633/ENCFF383ACV.fastq.gz	2f1e17bcc285ca16a8cde8f64d6806a7	ENCSR076IYM
ENCSR423MQG	ENCFF261UVF	CTCF	brain		1	1_1	1	76	single-ended	5495221	https://encode-public.s3.amazonaws.com/2022/02/02/c083dfbe-4518-4cc3-a19f-b6fbf309ba6b/ENCFF261UVF.fastq.gz	3b5817e7fe054a66e7727f961e2dffc1	ENCSR076IYM
ENCSR259PNW	ENCFF871XTI	CTCF	dorsolateral prefrontal cortex		1	1_1	1	76	single-ended	3665732	https://encode-public.s3.amazonaws.com/2021/08/25/ce6664fd-4a36-4da0-ba63-001febec3b53/ENCFF871XTI.fastq.gz	f3bd2794fa3aef91b48587ab4006e057	ENCSR534WQA
ENCSR259PNW	ENCFF951SAM	CTCF	dorsolateral prefrontal cortex		1	1_1	1	76	single-ended	3785263	https://encode-public.s3.amazonaws.com/2021/08/25/088d3f01-8ba8-4eb7-b128-1eddf60a0d01/ENCFF951SAM.fastq.gz	1ef80b9576419b10e3ffcd5f10e30b22	ENCSR534WQA
ENCSR259PNW	ENCFF080JRN	CTCF	dorsolateral prefrontal cortex		1	1_1	1	76	single-ended	3658214	https://encode-public.s3.amazonaws.com/2021/08/25/3dda1a21-2e92-486d-b3e2-76bf37c512a7/ENCFF080JRN.fastq.gz	f5b3950d0d0ea6b240630cd0aea2c62c	ENCSR534WQA
ENCSR259PNW	ENCFF954IAP	CTCF	dorsolateral prefrontal cortex		1	1_1	1	76	single-ended	3701263	https://encode-public.s3.amazonaws.com/2021/08/25/32d2b22f-d370-42f1-9e17-7028e1bd6fb9/ENCFF954IAP.fastq.gz	b15c311793632aba785d5b284f522a5e	ENCSR534WQA
ENCSR259PNW	ENCFF966VTZ	CTCF	dorsolateral prefrontal cortex		1	1_2	1	76	single-ended	3763366	https://encode-public.s3.amazonaws.com/2021/08/25/ebdf065e-05fa-46e1-809e-3f761df5ca83/ENCFF966VTZ.fastq.gz	e34ac0302be479784906e9cb0be42731	ENCSR534WQA
ENCSR259PNW	ENCFF018QAS	CTCF	dorsolateral prefrontal cortex		1	1_2	1	76	single-ended	3680355	https://encode-public.s3.amazonaws.com/2021/08/25/8bffa5d4-18f5-4c6a-a2cc-20aa9940afd6/ENCFF018QAS.fastq.gz	49a88269044ca2a60db8c572a5740c5d	ENCSR534WQA
ENCSR259PNW	ENCFF594JBR	CTCF	dorsolateral prefrontal cortex		1	1_2	1	76	single-ended	3705986	https://encode-public.s3.amazonaws.com/2021/08/25/e0aa2b68-3a42-4868-ac32-c67c3f3438ef/ENCFF594JBR.fastq.gz	214086e94b7c7912d319d49fd2bd3df0	ENCSR534WQA
ENCSR259PNW	ENCFF770KHH	CTCF	dorsolateral prefrontal cortex		1	1_2	1	76	single-ended	3731756	https://encode-public.s3.amazonaws.com/2021/08/25/3ad5d062-e1b8-49bd-88d4-f5e170c3cba9/ENCFF770KHH.fastq.gz	7b437672fd4851d097dd39c88f2e5720	ENCSR534WQA
ENCSR000ALA	ENCFF000BQY	CTCF	endothelial cell of umbilical vein		1	1_3	1	36	single-ended	2387664	https://encode-public.s3.amazonaws.com/2010/11/16/fdef0caa-2f39-49f4-a906-a285daea6c29/ENCFF000BQY.fastq.gz	d2091660ffa5fbad94fa8643be3e4bcb	ENCSR000ALG
ENCSR000ALA	ENCFF000BRD	CTCF	endothelial cell of umbilical vein		1	1_2	1	36	single-ended	14345343	https://encode-public.s3.amazonaws.com/2010/11/16/d3e8a73d-1f58-4a42-8ad7-dd14853af4f6/ENCFF000BRD.fastq.gz	6d1b818b3a808b73a288367510936cd3	ENCSR000ALG
ENCSR000ALA	ENCFF000BRG	CTCF	endothelial cell of umbilical vein		1	1_1	1	36	single-ended	19847516	https://encode-public.s3.amazonaws.com/2010/11/16/a5fca6dc-87bd-427d-93db-04f8b3a7fef7/ENCFF000BRG.fastq.gz	4ffd5b5cd2c65f72d7064d50ab6297ff	ENCSR000ALG
ENCSR000DTI	ENCFF001HKU	CTCF	cardiac muscle cell	cardiac muscle fiber,cardiomyocyte,cardiac myocyte,heart muscle cell	1	1_1	1	36	single-ended	18472987	https://encode-public.s3.amazonaws.com/2011/06/25/43708a73-9be6-4eb4-b3f6-a9f7a5a5ce07/ENCFF001HKU.fastq.gz	37882a14041fd35eadeec85c36f8fe4e	ENCSR000DTJ
ENCSR000DTI	ENCFF001HKV	CTCF	cardiac muscle cell	cardiac muscle fiber,cardiomyocyte,cardiac myocyte,heart muscle cell	2	2_1	1	36	single-ended	26399632	https://encode-public.s3.amazonaws.com/2011/06/25/4462c641-310b-4cfb-8f3a-42878bcb6438/ENCFF001HKV.fastq.gz	eb7e1d190c4806d7373d87a8e35f12cc	ENCSR000DTJ
ENCSR000DSZ	ENCFF001HIV	CTCF	astrocyte of the cerebellum		1	1_1	1	36	single-ended	21950022	https://encode-public.s3.amazonaws.com/2011/06/25/b5abc503-b795-49e2-9572-fd03dc2ff564/ENCFF001HIV.fastq.gz	7bd4575a8e7317a5ab36241032783b24	ENCSR000DSX
ENCSR000DSZ	ENCFF001HJE	CTCF	astrocyte of the cerebellum		2	2_1	1	36	single-ended	30096273	https://encode-public.s3.amazonaws.com/2011/06/25/09b3fdf2-f07c-4866-a550-c7be7e40a53b/ENCFF001HJE.fastq.gz	4087545de8b9fc603138c3f846a37c0a	ENCSR000DSX
ENCSR443NWG	ENCFF201HAN	CTCF	dorsolateral prefrontal cortex		1	1_2	1	76	single-ended	6467539	https://encode-public.s3.amazonaws.com/2021/08/25/17590614-da11-4abd-b75d-cd2124f1f599/ENCFF201HAN.fastq.gz	23c6688a573f541020e8e6c55cef39ef	ENCSR583BXC
ENCSR443NWG	ENCFF575OBA	CTCF	dorsolateral prefrontal cortex		1	1_1	1	76	single-ended	5606640	https://encode-public.s3.amazonaws.com/2021/08/25/59d92672-78fa-4537-ae29-9b2c498843bd/ENCFF575OBA.fastq.gz	f5cdac61a9affe1fcb165d56505f6458	ENCSR583BXC
ENCSR443NWG	ENCFF597XFE	CTCF	dorsolateral prefrontal cortex		1	1_2	1	76	single-ended	6477929	https://encode-public.s3.amazonaws.com/2021/08/25/56c2afba-d3d4-4a23-ae63-b415b41e3e01/ENCFF597XFE.fastq.gz	5024f38a3234dccb5487406ab721843c	ENCSR583BXC
ENCSR443NWG	ENCFF539DYW	CTCF	dorsolateral prefrontal cortex		1	1_2	1	76	single-ended	6388702	https://encode-public.s3.amazonaws.com/2021/08/25/46be408f-46b5-4b1f-a2d4-5af3b4ae6151/ENCFF539DYW.fastq.gz	addaddd2f6ce261af0e790f689e52b58	ENCSR583BXC
ENCSR443NWG	ENCFF794XBK	CTCF	dorsolateral prefrontal cortex		1	1_1	1	76	single-ended	5590854	https://encode-public.s3.amazonaws.com/2021/08/25/7da60265-c227-4eb6-b7fc-cdc0758e682d/ENCFF794XBK.fastq.gz	3d85320a7c2816c99bc1b43cf5161d96	ENCSR583BXC
ENCSR443NWG	ENCFF134ELY	CTCF	dorsolateral prefrontal cortex		1	1_1	1	76	single-ended	5343760	https://encode-public.s3.amazonaws.com/2021/08/25/22cd3e56-8313-4c93-8497-a22753f71364/ENCFF134ELY.fastq.gz	28f38fb6dff98dc7302f4fb7851d4b1e	ENCSR583BXC
ENCSR443NWG	ENCFF214ZRI	CTCF	dorsolateral prefrontal cortex		1	1_2	1	76	single-ended	5931979	https://encode-public.s3.amazonaws.com/2021/08/25/2cc4c9dd-d65f-4b43-b1b9-942548353f09/ENCFF214ZRI.fastq.gz	0910b0d3113bd12c5fc2ef5c8f421ba5	ENCSR583BXC
ENCSR443NWG	ENCFF755HMR	CTCF	dorsolateral prefrontal cortex		1	1_1	1	76	single-ended	5311960	https://encode-public.s3.amazonaws.com/2021/08/25/1135c9b1-b049-42c3-ae4d-896f2a0a6753/ENCFF755HMR.fastq.gz	e9f552124c688b41f6a648b8916c1b50	ENCSR583BXC
ENCSR443NWG	ENCFF830PUS	CTCF	dorsolateral prefrontal cortex		1	1_1	1	76	single-ended	5230715	https://encode-public.s3.amazonaws.com/2021/08/25/3c11f9ba-5503-453a-9ccf-0f3b0fa2ba31/ENCFF830PUS.fastq.gz	201c2b502bc845b89b63970016da6a22	ENCSR583BXC
ENCSR443NWG	ENCFF435WAC	CTCF	dorsolateral prefrontal cortex		1	1_2	1	76	single-ended	5885982	https://encode-public.s3.amazonaws.com/2021/08/25/05cd28dc-cd56-4af5-afa5-2927426157ed/ENCFF435WAC.fastq.gz	c064eec91f552e8867107a9a5dcdcb80	ENCSR583BXC
ENCSR443NWG	ENCFF518PBX	CTCF	dorsolateral prefrontal cortex		1	1_2	1	76	single-ended	5832951	https://encode-public.s3.amazonaws.com/2021/08/25/daef6914-8b63-4edb-be1f-47510e662c95/ENCFF518PBX.fastq.gz	f44877080f6fce0215b85d4917ff4c56	ENCSR583BXC
ENCSR443NWG	ENCFF103HUX	CTCF	dorsolateral prefrontal cortex		1	1_2	1	76	single-ended	5902341	https://encode-public.s3.amazonaws.com/2021/08/25/f1e0fdd1-3fd8-41f1-b4dd-617e406f6a18/ENCFF103HUX.fastq.gz	f3ea78e293ccecbd49d2a43996f70b1f	ENCSR583BXC
ENCSR443NWG	ENCFF675MTG	CTCF	dorsolateral prefrontal cortex		1	1_1	1	76	single-ended	5284098	https://encode-public.s3.amazonaws.com/2021/08/25/9d8fcb22-32be-4375-8737-8ea0071bc90b/ENCFF675MTG.fastq.gz	aaaa40f6604f105b7747f51fbe8058ec	ENCSR583BXC
ENCSR443NWG	ENCFF585DVG	CTCF	dorsolateral prefrontal cortex		1	1_1	1	76	single-ended	5557100	https://encode-public.s3.amazonaws.com/2021/08/25/e739b2cd-1eb4-4385-b40d-fab08123185e/ENCFF585DVG.fastq.gz	b220102b66963b9c1df56002ae0153a5	ENCSR583BXC
ENCSR443NWG	ENCFF990NQW	CTCF	dorsolateral prefrontal cortex		1	1_2	1	76	single-ended	6427894	https://encode-public.s3.amazonaws.com/2021/08/25/b40a9892-62b2-406c-b452-3d9459e07b35/ENCFF990NQW.fastq.gz	fb81c9e01ba6fb16b166df44b8161ce1	ENCSR583BXC
ENCSR443NWG	ENCFF515NSK	CTCF	dorsolateral prefrontal cortex		1	1_1	1	76	single-ended	5519855	https://encode-public.s3.amazonaws.com/2021/08/25/41fe04a7-febd-4e05-a289-b13390b995af/ENCFF515NSK.fastq.gz	2fb55751a5c7ef4216cd1d724c36222b	ENCSR583BXC
ENCSR779YTI	ENCFF083MRS	CTCF	dorsolateral prefrontal cortex		1	1_2	1	76	single-ended	6491550	https://encode-public.s3.amazonaws.com/2021/08/25/fa41b5f4-4289-49ee-8f16-126adfa98b35/ENCFF083MRS.fastq.gz	09c65785920a60bcb010dae08772bc4f	ENCSR874WOQ
ENCSR779YTI	ENCFF758BNO	CTCF	dorsolateral prefrontal cortex		1	1_1	1	76	single-ended	3372278	https://encode-public.s3.amazonaws.com/2021/08/25/a321a822-0ac2-44a5-b0a3-c1f9e858cc14/ENCFF758BNO.fastq.gz	c6f390740077cb6ad3b76d42ebe4da5e	ENCSR874WOQ
ENCSR779YTI	ENCFF022XIR	CTCF	dorsolateral prefrontal cortex		1	1_2	1	76	single-ended	6381151	https://encode-public.s3.amazonaws.com/2021/08/25/9b945389-d765-40cb-9fab-ce9ebd3aecbb/ENCFF022XIR.fastq.gz	dd5227c835d386eafc8fb4860906de32	ENCSR874WOQ
ENCSR779YTI	ENCFF499ATR	CTCF	dorsolateral prefrontal cortex		1	1_2	1	76	single-ended	6410493	https://encode-public.s3.amazonaws.com/2021/08/25/03a0f4fe-bdef-498e-930f-60279b72d6ae/ENCFF499ATR.fastq.gz	5460bc331e407383752bbf4187f8575d	ENCSR874WOQ
ENCSR779YTI	ENCFF106ZQS	CTCF	dorsolateral prefrontal cortex		1	1_2	1	76	single-ended	6324110	https://encode-public.s3.amazonaws.com/2021/08/25/81ee20db-e723-430a-9a44-0edc979982e8/ENCFF106ZQS.fastq.gz	e51c10e52a2df93b8d17d37d6ee33f06	ENCSR874WOQ
ENCSR779YTI	ENCFF560GJU	CTCF	dorsolateral prefrontal cortex		1	1_1	1	76	single-ended	3336231	https://encode-public.s3.amazonaws.com/2021/08/25/db1247d5-fb0c-40da-af0a-0f34f2c614d4/ENCFF560GJU.fastq.gz	b6ef570eeadea3e9bf3a471c7960d032	ENCSR874WOQ
ENCSR779YTI	ENCFF197MNB	CTCF	dorsolateral prefrontal cortex		1	1_1	1	76	single-ended	3394355	https://encode-public.s3.amazonaws.com/2021/08/25/57b62d35-1d52-4a24-8442-8c45b2260fc8/ENCFF197MNB.fastq.gz	dad0d29ddb6c76f7fb5e841620d2d033	ENCSR874WOQ
ENCSR779YTI	ENCFF652PMR	CTCF	dorsolateral prefrontal cortex		1	1_1	1	76	single-ended	3435268	https://encode-public.s3.amazonaws.com/2021/08/25/dfd85d08-c419-4c2c-a199-484f0b9a9c02/ENCFF652PMR.fastq.gz	d61b1ca338d32c657d977702cf9a1b28	ENCSR874WOQ
ENCSR332WTG	ENCFF490MSQ	CTCF	dorsolateral prefrontal cortex		1	1_1	1	76	single-ended	8514989	https://encode-public.s3.amazonaws.com/2021/08/25/d697f64b-92a5-4501-b8e9-76a8c39f1915/ENCFF490MSQ.fastq.gz	9218960046bc2eb966d415e1cb1ad37b	ENCSR634QZP
